tid,tags,EN,oldEN
TID_CHALLENGE_CHEST_25,,League Chest Platinum I,League Chest Platinum I
TID_CHALLENGE_CHEST_24,,League Chest Platinum II,League Chest Platinum II
TID_CHALLENGE_CHEST_23,,League Chest Platinum III,League Chest Platinum III
TID_CHALLENGE_CHEST_22,,League Chest Gold I,League Chest Gold I
TID_CHALLENGE_CHEST_21,,League Chest Gold II,League Chest Gold II
TID_CHALLENGE_CHEST_20,,League Chest Gold III,League Chest Gold III
TID_CHALLENGE_CHEST_19,,League Chest Silver I,League Chest Silver I
TID_CHALLENGE_CHEST_18,,League Chest Silver II,League Chest Silver II
TID_CHALLENGE_CHEST_17,,League Chest Silver III,League Chest Silver III
TID_CHALLENGE_CHEST_16,,League Chest Bronze I,League Chest Bronze I
TID_CHALLENGE_CHEST_15,,League Chest Bronze II,League Chest Bronze II
TID_CHALLENGE_CHEST_14,,League Chest Bronze III,League Chest Bronze III
TID_CHALLENGE_CHEST_13,,League Chest Bronze IV,League Chest Bronze IV
TID_CHALLENGE_CHEST_12,,League Chest Bronze V,League Chest Bronze V
TID_CHALLENGE_CHEST_11,,League Chest Bronze VI,League Chest Bronze VI
TID_CHALLENGE_CHEST_10,,League Chest Bronze VII,League Chest Bronze VII
,,,
TID_ACCEPT,,Принять,Accept
TID_DECLINE,,Отклонить,Decline
TID_ATTACK,,Атаковать,Attack
TID_LABEL_CLEARED,,Пройдено:,Cleared:
TID_LABEL_HEALTH,,Здоровье:,Health:
,,,
TID_CARD_BOMBMINER,(!),Шахтер-Подрывник,Bomb Miner
TID_CARD_BOMB_MINER_DESCRIPTION,,Bomb Miner attacks the farmost enemy by setting a bomb there. The bomb explodes after one round dealing damage also to the adjacent squares. Any wall pieces will get 2x damage.,Bomb Miner attacks the farmost enemy by setting a bomb there. The bomb explodes after one round dealing damage also to the adjacent squares. Any wall pieces will get 2x damage.
TID_BOMB_MINER_ITEM,,Предмет Шахтера-Подрывника,Bomb Miner Item
TID_BOSS_NAME_BONEBROS,,Bone Bros,Bone Bros
TID_BOSS_NAME_VOLTVIPER,,Volt Viper,Volt Viper
,,,
TID_MINER_BOMB_1,,Fire Bomb,Fire Bomb
TID_MINER_BOMB_2,,Charging Bomb,Charging Bomb
TID_MINER_BOMB_3,,Zap Bomb,Zap Bomb
TID_MINER_BOMB_1_INFO,,<CHANCE%_1> chance for targets to catch fire (<ATTRIBUTE%_1> of bomb's damage for the next 3 turns).,<CHANCE%_1> chance for targets to catch fire (<ATTRIBUTE%_1> of bomb's damage for the next 3 turns).
TID_MINER_BOMB_2_INFO,,"After every turn, bomb's damage increases by <ATTRIBUTE%_1>, until reaching full charge after 3 turns.","After every turn, bomb's damage increases by <ATTRIBUTE%_1>, until reaching full charge after 3 turns."
TID_MINER_BOMB_3_INFO,,"Targeted enemy is hit by a zap, dealing <ATTRIBUTE%_1> damage.","Targeted enemy is hit by a zap, dealing <ATTRIBUTE%_1> damage."
TID_CARD_BOMB_MINER_CAP,,How about another Bomb Miner? Add +1 Bomb Miner to all levels with Bomb Miners.,How about another Bomb Miner? Add +1 Bomb Miner to all levels with Bomb Miners.
TID_CARD_BOMB_MINER_CAP_CLAIMED,,You now have <number> Bomb Miners in ALL levels with Bomb Miners!,You now have <number> Bomb Miners in ALL levels with Bomb Miners!
,,,
TID_CARD_EARTHQUAKE,,Землетрясение,Earthquake
TID_CARD_SWITCH,,Смена,Switch
TID_CARD_EARTHQUAKE_CAP,,How about another Earthquake? Add +1 Earthquake to all levels with Earthquakes.,How about another Earthquake? Add +1 Earthquake to all levels with Earthquakes.
TID_CARD_SWITCH_CAP,,How about another Switch? Add +1 Switch to all levels with Switch tactics.,How about another Switch? Add +1 Switch to all levels with Switch tactics.
TID_CARD_SWITCH_DESCRIPTION,,Switch positions of any two units on your board!,Switch positions of any two units on your board!
TID_CARD_EARTHQUAKE_DESCRIPTION,,Ground trembles dealing damage to all enemies in the same column and same row as the selected tile.,Ground trembles dealing damage to all enemies in the same column and same row as the selected tile.
,,,
TID_BUTTON_ALL_CONSUMABLES,,Показать всех,Show all
,,,
TID_BOSS_LEVEL_TEXT,,Уровень Босса <NUM>,Boss Level <NUM>
TID_ALLIANCE_INVITATION_FAILED_ALREADY_IN_ALLIANCE,,Игрок уже вошел в Клан!,Player has already joined a clan!
TID_ALLIANCE_INVITATION_FAILED_AVATAR_ALREADY_HAS_AN_INVITE,,Ты уже пригласил этого игрока!,You have already invited that player!
TID_ALLIANCE_INVITATION_FAILED_AVATAR_HAS_TOO_MANY_INVITES,,"Невозможно пригласить, почта игрока заполнена!","Can't invite, player's inbox is full!"
TID_ALLIANCE_INVITATION_FAILED_NO_RIGHTS,,Только Старейшины и Лидеры могут приглашать новых участников,Only Elders and Leader can invite new members
TID_ALLIANCE_INVITATION_FAILED_USER_BANNED,,"Невозможно пригласить, человек заблокирован в этом клане!","Can't invite, player has been banned from your clan!"
TID_CLAN_JOIN_FAIL_ALREADY_SENT,,Подождите перед следующей отправкой запроса вступления в этот клан!,Wait before sending another request to join this clan!
TID_CLAN_JOIN_FAIL_NO_SCORE,,У вас недостаточно Звездных Сундуков для вступления в этот клан!,You don't have enough Star Chests to join this clan!
TID_CLAN_JOIN_FAIL_TOO_MANY_PENDING_REQUESTS,,"Невозможно вступить в клан в данный момент. Пожайлуста, попробуйте позже.",Unable to join the clan at this time. Please try again later.
TID_CLAN_JOIN_FAIL_GENERIC,,Невозможно вступить в клан!,Unable to join the clan!
TID_TARGET_ALREADY_IN_ALLIANCE,,Игрок уже в Клане.,Player is already in a Clan.
TID_CLAN_JOIN_FAIL_FULL,,Клан переполнен!,Clan is full!
TID_KICK_RESULT_COOLDOWN,,Вы должны подождать перед изгнанием других учасников.,You must wait before kicking out more members.
TID_KICK_RESULT_FAILED,,Ошибка изгнания участника.,Kicking out member failed.
,,,
TID_LEVEL_END_HEADER_SIDEQUEST,,Квест,Side Quest
TID_LEVEL_END_MAIN_SIDEQUEST_COMPLETED,,Пройден!,Completed!
TID_LEVEL_END_MAIN_SIDEQUEST_FAILED,,Провален!,Failed!
,,,
TID_CLAN_LEADERBOARD_LEGEND,,Всего Клановых Очков,Total of daily Clan Scores
